episode,total_reward,epsilon
1,790.0,2.8249536791559704
2,-62.197548389434814,2.465067622518372
3,37.85207724571228,2.151029387994748
4,202.82434105873108,1.8323983027226665
5,-87.48913764953613,1.605380741635513
6,-110.71070504188538,1.4064886011871935
7,45.440324544906616,1.237186140942505
8,70.01979112625122,1.0839099782707355
9,-28.983850479125977,0.9496233445517269
10,-48.49329137802124,0.8319736090595918
11,27.9620623588562,0.7288996107171193
12,-105.06137466430664,0.6385955476449651
13,-95.37326955795288,0.5572414231069166
14,16.696451663970947,0.4882042554657429
15,-38.23440170288086,0.42772016790490824
16,-37.042097091674805,0.3747295112331114
17,67.38177847862244,0.3283039172008965
18,-7.869426727294922,0.2876300339804389
19,-50.16043996810913,0.2519952766721437
20,-57.96347093582153,0.22077534319447625
21,0.8581826686859131,0.19342327684202512
22,-102.25372648239136,0.17014044567631
23,-134.3949613571167,0.14966022563342232
24,-182.87088584899902,0.13111867854479534
25,27.137552738189697,0.11487426128464957
26,-205.55609035491943,0.10064238026305021
27,-83.02269124984741,0.08817370045944226
28,69.55753564834595,0.0775600172741955
