episode,total_reward,epsilon
1,273.7935620546341,2.802399248981589
2,173.7226264476776,2.445386522620185
3,-21.969886541366577,2.1253201470835545
4,-62.322547912597656,1.8471459157137249
5,153.74347531795502,1.605380741635513
6,44.23622369766235,1.4008626467824448
7,330.0,1.2223992130060473
8,117.00461024045944,1.062404511985753
9,119.91732478141785,0.9270590820080198
10,89.10095453262329,0.8122048543717867
11,20.518895149230957,0.7087337056663999
12,-94.52748727798462,0.6184443036063142
13,-108.43488454818726,0.5374987251075599
14,-63.20841658115387,0.46902386902266613
15,-27.017626762390137,0.40927239347213307
16,-92.3293228149414,0.3571329800494944
17,-91.09888076782227,0.31163588718259566
18,-81.96496295928955,0.27193491389852664
19,-33.16363000869751,0.237291661321633
20,176.3920681476593,0.20706179918402037
21,19.10463261604309,0.18140871678636186
22,32.255581855773926,0.15893381906156134
23,-98.82441282272339,0.13868638426981353
24,-94.98448133468628,0.12101837919331898
25,-34.58235239982605,0.10602529758526115
26,-128.47541666030884,0.09214809150785688
27,-13.308032989501953,0.08105600118734922
28,57.30410313606262,0.07072984085085716
29,-24.783098936080933,0.06171918566799938
30,-132.51708698272705,0.054072737304771974
31,225.98650908470154,0.047184120212108965
32,-7.183221518993378,0.04117308113407219
33,-30.85316824913025,0.03592782068315101
34,-54.51317358016968,0.03135078219765447
35,9.994687378406525,0.027466704100599357
36,-41.04517722129822,0.0239675728049139
37,91.78329420089722,0.020914214681706685
38,154.67225122451782,0.018249840286824446
39,-16.14099907875061,0.015924894889116716
40,-93.94796538352966,0.013840552254194513
41,-37.32155787944794,0.012077329795291438
42,-8.818842053413391,0.010581057969183313
43,229.16401195526123,0.009963666213135667
44,330.0,0.009963666213135667
45,27.257440209388733,0.009963666213135667
46,330.0,0.009963666213135667
47,54.29275679588318,0.009963666213135667
48,330.0,0.009963666213135667
49,340.0,0.009963666213135667
50,330.0,0.009963666213135667
51,32.224382519721985,0.009963666213135667
52,320.0,0.009963666213135667
53,330.0,0.009963666213135667
54,340.0,0.009963666213135667
55,330.0,0.009963666213135667
56,330.0,0.009963666213135667
57,266.7547860145569,0.009963666213135667
58,330.0,0.009963666213135667
59,330.0,0.009963666213135667
60,340.0,0.009963666213135667
61,330.0,0.009963666213135667
62,330.0,0.009963666213135667
63,174.4604327082634,0.009963666213135667
64,288.2757091522217,0.009963666213135667
65,178.79929864406586,0.009963666213135667
66,181.88178342580795,0.009963666213135667
67,330.0,0.009963666213135667
68,330.0,0.009963666213135667
69,330.0,0.009963666213135667
70,330.0,0.009963666213135667
71,330.0,0.009963666213135667
72,330.0,0.009963666213135667
73,330.0,0.009963666213135667
74,330.0,0.009963666213135667
75,330.0,0.009963666213135667
76,320.0,0.009963666213135667
77,330.0,0.009963666213135667
78,320.0,0.009963666213135667
79,330.0,0.009963666213135667
80,330.0,0.009963666213135667
81,330.0,0.009963666213135667
82,340.0,0.009963666213135667
83,320.0,0.009963666213135667
84,330.0,0.009963666213135667
85,330.0,0.009963666213135667
86,330.0,0.009963666213135667
87,310.0,0.009963666213135667
88,300.0,0.009963666213135667
89,310.0,0.009963666213135667
90,330.0,0.009963666213135667
91,320.0,0.009963666213135667
92,320.0,0.009963666213135667
93,310.0,0.009963666213135667
94,202.7288784980774,0.009963666213135667
95,320.0,0.009963666213135667
96,320.0,0.009963666213135667
97,320.0,0.009963666213135667
98,310.0,0.009963666213135667
99,310.0,0.009963666213135667
100,330.0,0.009963666213135667
101,320.0,0.009963666213135667
102,330.0,0.009963666213135667
103,320.0,0.009963666213135667
104,330.0,0.009963666213135667
105,320.0,0.009963666213135667
106,320.0,0.009963666213135667
107,320.0,0.009963666213135667
108,320.0,0.009963666213135667
109,320.0,0.009963666213135667
110,330.0,0.009963666213135667
111,129.58662152290344,0.009963666213135667
112,320.0,0.009963666213135667
113,320.0,0.009963666213135667
114,320.0,0.009963666213135667
115,330.0,0.009963666213135667
116,320.0,0.009963666213135667
117,320.0,0.009963666213135667
118,330.0,0.009963666213135667
119,320.0,0.009963666213135667
120,330.0,0.009963666213135667
121,320.0,0.009963666213135667
122,320.0,0.009963666213135667
123,320.0,0.009963666213135667
124,320.0,0.009963666213135667
125,320.0,0.009963666213135667
126,320.0,0.009963666213135667
127,320.0,0.009963666213135667
128,320.0,0.009963666213135667
129,238.07018613815308,0.009963666213135667
130,310.0,0.009963666213135667
131,320.0,0.009963666213135667
132,310.0,0.009963666213135667
133,320.0,0.009963666213135667
134,320.0,0.009963666213135667
135,173.65130126476288,0.009963666213135667
136,320.0,0.009963666213135667
137,204.6314628124237,0.009963666213135667
138,218.8580241203308,0.009963666213135667
139,320.0,0.009963666213135667
140,320.0,0.009963666213135667
141,310.0,0.009963666213135667
