episode,total_reward,epsilon
1,624.5540828704834,2.905333301588312
2,1.325611412525177,2.565874751389534
3,140.45778632164001,2.2660784689381637
4,70.32793283462524,2.0013103229626656
5,80.47743082046509,1.767477633143789
6,-100.65721464157104,1.5609659070957822
7,196.36031937599182,1.3785829689857998
8,-45.80962872505188,1.217509616154023
9,-71.42639970779419,1.075256041004222
10,172.92382955551147,0.9496233445517269
11,79.17605328559875,0.8420376975106517
12,-84.97526121139526,0.7436541847297193
13,-11.093502521514893,0.6620516014958193
14,-18.54033875465393,0.5894034243920561
15,-50.87578725814819,0.5226281611834857
16,280.0,0.46527918245238914
17,131.23253536224365,0.4125663229949246
18,57.203102707862854,0.3687697172516358
19,290.0,0.3269907015320929
20,236.3887927532196,0.28878517467915554
21,-10.880529403686523,0.256067845169535
