episode,total_reward,epsilon
1,-801.3471899181604,2.802399248981589
2,-356.03592298924923,2.4356049765297043
3,-353.4731071591377,2.1168188664952203
4,-343.8392430692911,1.8471459157137249
5,-345.52418164908886,1.6118280538509167
6,-356.2363918274641,1.4008626467824448
7,-355.24611447006464,1.217509616154023
8,-355.66108268499374,1.05815489393781
9,-355.39205369353294,0.9196574422972678
10,-355.8741801455617,0.7992873406513396
11,-354.9370869845152,0.6946719762628604
12,-355.1896988376975,0.6037492777149485
13,-354.4975654631853,0.524727069461331
14,-355.46678674966097,0.4560477462889379
15,-354.13522025197744,0.39635757139178096
16,-355.5735255405307,0.34447999289104575
17,-356.4601062387228,0.2993924528438454
18,-345.721393160522,0.2612512365697359
19,-335.2911596298218,0.22888457345454927
20,-336.38973058760166,0.2005278468853753
21,-342.844368904829,0.17498152497783614
22,-334.2518975287676,0.15330289813303088
23,-345.86553011089563,0.1337728166710596
24,-344.75185097754,0.11673077742196443
25,-356.5401620641351,0.10145237603330008
26,-355.2761075347662,0.08817370045944226
27,-353.42348872870207,0.07663301498389319
28,-353.9744695201516,0.0666028413792484
29,-353.60218098014593,0.05788547508827199
30,-334.4668653458357,0.05071398875946176
31,-335.55732568353415,0.04443098466364493
32,-354.31460270285606,0.038615599614585654
33,-353.61327012628317,0.033561365900002534
34,-352.0176499411464,0.02916865961724983
35,-326.5000998303294,0.025657556981173057
36,-345.3493705689907,0.022388902676134092
37,-341.95215103030205,0.019536659839018183
38,-345.0834643468261,0.017047779571276928
39,-355.9429685100913,0.014816467274487315
40,-345.40175303816795,0.012928917747548379
41,-355.34998393058777,0.011236705982745196
42,-342.7734273523092,0.009963666213135667
43,-354.95992762595415,0.009963666213135667
44,-354.49653835594654,0.009963666213135667
45,-345.54762676358223,0.009963666213135667
46,-354.2801413163543,0.009963666213135667
47,-355.7580291554332,0.009963666213135667
48,-345.59393652528524,0.009963666213135667
49,-353.64234261214733,0.009963666213135667
50,-355.56502382457256,0.009963666213135667
51,-344.94072818756104,0.009963666213135667
52,-355.0872996225953,0.009963666213135667
53,-345.55496229976416,0.009963666213135667
54,-354.3384872749448,0.009963666213135667
55,-345.99640291929245,0.009963666213135667
56,-344.0746783912182,0.009963666213135667
57,-354.60895112901926,0.009963666213135667
58,-355.6305003091693,0.009963666213135667
59,-343.0038860216737,0.009963666213135667
60,-352.6669156551361,0.009963666213135667
61,-353.50696770846844,0.009963666213135667
62,-353.40506894886494,0.009963666213135667
63,-345.224088460207,0.009963666213135667
64,-345.5687650889158,0.009963666213135667
65,-356.35785169154406,0.009963666213135667
66,-355.6234502643347,0.009963666213135667
67,-355.072212330997,0.009963666213135667
68,-353.5169462636113,0.009963666213135667
69,-344.15775645524263,0.009963666213135667
70,-355.7889711856842,0.009963666213135667
71,-355.08694665133953,0.009963666213135667
72,-355.9204218387604,0.009963666213135667
73,-355.1371956244111,0.009963666213135667
74,-355.90879559516907,0.009963666213135667
75,-355.087441213429,0.009963666213135667
76,-354.36401541531086,0.009963666213135667
77,-345.5509161800146,0.009963666213135667
78,-355.7351506650448,0.009963666213135667
79,-355.5213488712907,0.009963666213135667
80,-353.71029671281576,0.009963666213135667
81,-352.3303868919611,0.009963666213135667
82,-353.31276290118694,0.009963666213135667
83,-355.09408861398697,0.009963666213135667
84,-346.31782138347626,0.009963666213135667
85,-354.93207462877035,0.009963666213135667
86,-346.8249005153775,0.009963666213135667
87,-351.93089275062084,0.009963666213135667
88,-353.1232313364744,0.009963666213135667
89,-355.1775636896491,0.009963666213135667
