episode,total_reward,epsilon
69,-246.2772926390171,0.009963666213135667
70,-197.36992353200912,0.009963666213135667
71,-243.06194630265236,0.009963666213135667
72,-304.7284276485443,0.009963666213135667
73,-209.37947037816048,0.009963666213135667
74,-181.67959040403366,0.009963666213135667
75,-168.76359322667122,0.009963666213135667
76,-182.6426633298397,0.009963666213135667
77,-186.74870711565018,0.009963666213135667
78,-225.5610330849886,0.009963666213135667
79,-186.0449702143669,0.009963666213135667
80,-269.7538372576237,0.009963666213135667
81,-152.41617912054062,0.009963666213135667
82,-168.58644062280655,0.009963666213135667
83,-160.7855811715126,0.009963666213135667
84,-188.48441115021706,0.009963666213135667
85,-191.00122341513634,0.009963666213135667
86,-181.54720997810364,0.009963666213135667
87,-179.07543295621872,0.009963666213135667
88,-299.5847935527563,0.009963666213135667
89,-255.07552979886532,0.009963666213135667
90,-194.03921031951904,0.009963666213135667
91,-290.2803667038679,0.009963666213135667
92,-145.04109382629395,0.009963666213135667
93,-217.74178794026375,0.009963666213135667
94,-238.91127389669418,0.009963666213135667
95,-200.07254204154015,0.009963666213135667
96,-184.2166718840599,0.009963666213135667
97,-254.19218108057976,0.009963666213135667
98,-253.38015437871218,0.009963666213135667
99,-263.4124400615692,0.009963666213135667
100,-167.5092903971672,0.009963666213135667
101,-165.29691511392593,0.009963666213135667
102,-173.46732878684998,0.009963666213135667
103,-165.847016364336,0.009963666213135667
104,-166.76763784885406,0.009963666213135667
105,-348.4930403903127,0.009963666213135667
106,-135.6006504893303,0.009963666213135667
107,-139.18775981664658,0.009963666213135667
108,-155.80772784352303,0.009963666213135667
109,-145.34844517707825,0.009963666213135667
110,-170.19803321361542,0.009963666213135667
111,-233.89606973528862,0.009963666213135667
112,-312.4303747192025,0.009963666213135667
113,-197.34917891025543,0.009963666213135667
114,-174.09406092762947,0.009963666213135667
115,-142.21692276000977,0.009963666213135667
116,-154.28181931376457,0.009963666213135667
117,-336.3592837676406,0.009963666213135667
118,-219.61969619989395,0.009963666213135667
119,-244.13352152705193,0.009963666213135667
120,-132.17289638519287,0.009963666213135667
121,-174.67358630895615,0.009963666213135667
122,-226.26025620102882,0.009963666213135667
123,-157.40327152609825,0.009963666213135667
124,-295.7689740881324,0.009963666213135667
125,-166.157709389925,0.009963666213135667
126,-157.86498752236366,0.009963666213135667
127,-154.02752992510796,0.009963666213135667
128,-154.4674068391323,0.009963666213135667
129,-141.93262854218483,0.009963666213135667
130,-164.55197504162788,0.009963666213135667
131,-146.98553040623665,0.009963666213135667
132,-340.24190325289965,0.009963666213135667
133,-147.38727802038193,0.009963666213135667
134,-160.7847016453743,0.009963666213135667
135,-177.05438071489334,0.009963666213135667
136,-258.1440024971962,0.009963666213135667
137,-143.88289546966553,0.009963666213135667
138,-331.492283180356,0.009963666213135667
139,-199.05728498101234,0.009963666213135667
140,-133.15425491333008,0.009963666213135667
141,-135.65953868627548,0.009963666213135667
142,-166.38422840833664,0.009963666213135667
143,-152.0919253230095,0.009963666213135667
144,-133.611972540617,0.009963666213135667
145,-180.13925775140524,0.009963666213135667
146,-172.95861512422562,0.009963666213135667
147,-180.82035425305367,0.009963666213135667
148,-153.4060437977314,0.009963666213135667
149,-168.18928381800652,0.009963666213135667
150,-196.66348940134048,0.009963666213135667
151,-151.27776710689068,0.009963666213135667
152,-184.92892330884933,0.009963666213135667
153,-150.46269503235817,0.009963666213135667
154,-153.12433204054832,0.009963666213135667
155,-155.80543494224548,0.009963666213135667
156,-160.81211480498314,0.009963666213135667
157,-157.646070510149,0.009963666213135667
158,-165.24267375469208,0.009963666213135667
159,-136.72331815958023,0.009963666213135667
160,-293.68119114637375,0.009963666213135667
161,-180.10091407597065,0.009963666213135667
162,-143.0775744020939,0.009963666213135667
163,-224.6700456738472,0.009963666213135667
164,-169.51787811517715,0.009963666213135667
165,-138.61028975248337,0.009963666213135667
166,-166.41491490602493,0.009963666213135667
